applicant_id,age,gender,education,employment_status,annual_income,monthly_expenses,existing_debts,loan_amount,loan_term,credit_score,debt_to_income_ratio,loan_to_income_ratio,approval_score,loan_approved,application_date
APP00910,56.0,Male,High School,Self-Employed,53198.0,1717.0,6671.0,24330.0,246,644.0,0.1406,0.4573,51.68,1,2023-02-07
APP00911,31.0,Female,High School,Employed,63800.0,1801.0,8735.0,12104.0,240,665.0,0.1464,0.1897,70.5,1,2023-02-07
APP00912,37.0,Female,High School,Unemployed,5000.0,270.0,114.0,6448.0,12,728.0,1.3124,1.2896,31.41,0,2023-02-07
APP00913,37.0,Male,Associate,Part-Time,17696.0,1080.0,2443.0,6604.0,60,672.0,0.2127,0.3732,54.02,1,2023-02-08
APP00914,50.0,Female,PhD,Retired,54683.0,3206.0,20325.5,41293.0,48,522.0,0.6442,0.7551,32.49,0,2023-02-08
APP00915,34.0,Female,Bachelor,Employed,87594.0,4582.0,20325.5,19013.0,84,594.0,0.6055,0.2171,38.24,0,2023-02-08
APP00916,37.0,Female,Master,Self-Employed,65189.0,2013.0,20325.5,20316.0,84,641.0,0.3736,0.3116,53.82,1,2023-02-08
APP00917,41.0,Male,Master,Employed,61153.0,1768.0,15093.0,19076.0,36,617.0,0.3508,0.3119,66.81,1,2023-02-08
APP00918,36.0,Female,Bachelor,Employed,69117.0,2721.0,2435.0,24048.0,180,629.0,0.0584,0.3479,73.86,1,2023-02-08
APP00919,30.0,Male,Master,Self-Employed,39924.0,2420.0,1018.0,10079.0,60,812.0,0.076,0.2525,89.88,1,2023-02-08
APP00920,36.0,Female,Bachelor,Unemployed,21900.0,1425.0,1933.0,34644.0,246,660.0,0.141,1.5819,48.89,0,2023-02-08
APP00921,45.0,Male,Associate,Employed,26847.0,941.0,3892.0,8619.0,12,688.0,0.466,0.321,36.36,0,2023-02-08
APP00922,24.0,Male,Bachelor,Retired,11269.0,639.0,3214.0,14695.0,36,449.0,0.7199,1.304,19.1,0,2023-02-08
APP00923,36.0,Female,Bachelor,Part-Time,24634.0,1204.0,975.0,60395.0,120,724.0,0.2847,2.4517,62.78,1,2023-02-08
APP00924,27.0,Male,Master,Unemployed,29796.0,784.0,2919.0,36350.0,120,850.0,0.22,1.22,67.91,1,2023-02-08
APP00925,46.0,Male,PhD,Unemployed,19717.0,938.0,3083.0,46562.0,84,784.0,0.4937,2.3615,47.16,0,2023-02-08
APP00926,21.0,Male,Bachelor,Employed,71363.0,4180.0,6314.0,94053.25,246,605.0,0.1587,2.106,68.26,1,2023-02-08
APP00927,29.0,Female,Master,Unemployed,13011.0,474.0,1181.0,25649.0,60,850.0,0.485,1.9713,45.0,0,2023-02-08
APP00928,38.0,Male,High School,Employed,31797.0,1983.0,1216.0,27369.0,60,652.0,0.2104,0.8607,61.23,1,2023-02-08
APP00929,50.0,Female,Master,Part-Time,14717.0,512.0,9530.0,21775.0,240,680.0,0.7215,1.4796,29.32,0,2023-02-08
APP00930,34.0,Male,Bachelor,Employed,15840.0,446.0,1531.0,18868.0,84,623.0,0.2668,1.1912,56.81,1,2023-02-08
APP00931,29.0,Male,High School,Employed,37852.0,1198.0,4320.0,11986.0,60,620.0,0.1775,0.3167,68.18,1,2023-02-08
APP00932,53.0,Male,Bachelor,Self-Employed,103941.0,5619.75,3845.0,28774.0,120,425.0,0.0647,0.2768,55.01,1,2023-02-08
APP00933,21.0,Male,Bachelor,Employed,58224.0,2467.0,6304.0,35740.0,84,728.0,0.196,0.6138,74.04,1,2023-02-08
APP00934,21.0,Male,High School,Employed,46869.0,2728.0,2072.0,37369.0,48,620.0,0.2435,0.7973,56.49,1,2023-02-08
APP00935,39.0,Male,PhD,Employed,123635.375,5619.75,5504.0,28324.0,48,631.0,0.0775,0.1745,78.58,1,2023-02-08
APP00936,29.0,Female,High School,Part-Time,20222.0,910.0,978.0,56440.0,60,677.0,0.6066,2.791,31.27,0,2023-02-08
APP00937,24.0,Female,PhD,Self-Employed,76072.0,4459.0,31.0,27544.0,24,608.0,0.1814,0.3621,79.01,1,2023-02-09
APP00938,42.0,Male,Master,Employed,42323.0,1804.0,5360.0,19390.0,240,676.0,0.1496,0.4581,80.08,1,2023-02-09
APP00939,37.0,Male,Associate,Employed,114529.0,5619.75,8420.0,12815.0,36,770.0,0.1108,0.1119,84.94,1,2023-02-09
APP00940,29.0,Female,Bachelor,Employed,63785.0,1862.0,20325.5,7791.0,36,690.0,0.3841,0.1221,58.82,1,2023-02-09
APP00941,22.0,Male,Master,Self-Employed,43733.0,2252.0,272.0,86537.0,120,634.0,0.2041,1.9788,62.03,1,2023-02-09
APP00942,43.0,Male,Bachelor,Unemployed,5458.0,296.0,36.0,15378.0,120,637.0,0.2883,2.8175,35.73,0,2023-02-09
APP00943,41.0,Female,Bachelor,Employed,91723.0,5619.75,20325.5,12829.0,120,670.0,0.3395,0.1399,80.58,1,2023-02-09
APP00944,34.0,Female,Bachelor,Employed,29181.0,1002.0,592.0,19263.0,60,566.0,0.1523,0.6601,50.31,1,2023-02-09
APP00945,53.0,Female,Bachelor,Employed,123635.375,5619.75,40.0,21531.0,240,670.0,0.009,0.1738,85.8,1,2023-02-09
APP00946,24.0,Male,PhD,Employed,18531.0,797.0,547.0,94053.25,84,718.0,0.7988,5.3849,49.75,0,2023-02-09
APP00947,21.0,Male,Associate,Employed,84861.0,3474.0,20325.5,20691.0,60,658.0,0.3092,0.2438,72.31,1,2023-02-09
APP00948,28.0,Female,Bachelor,Unemployed,12506.0,368.0,3044.0,94053.25,180,607.0,1.4224,17.6854,13.86,0,2023-02-09
APP00949,34.0,Male,Associate,Employed,44213.0,1352.0,2757.0,28309.0,36,621.0,0.2758,0.6403,61.79,1,2023-02-09
APP00950,37.0,Male,Master,Self-Employed,64211.0,3844.0,10620.0,94053.25,180,715.0,0.3102,2.1721,85.36,1,2023-02-09
APP00951,32.0,Male,Master,Self-Employed,123635.375,5619.75,19153.0,55003.0,84,539.0,0.1497,0.3049,66.26,1,2023-02-09
APP00952,38.0,Male,Associate,Employed,59338.0,2428.0,20325.5,35912.0,240,568.0,0.3829,0.6052,53.55,1,2023-02-09
APP00953,22.0,Female,High School,Unemployed,5000.0,297.0,43.0,94053.25,36,489.0,6.346,19.0122,-1.6,0,2023-02-09
APP00954,49.0,Female,High School,Self-Employed,15981.0,453.0,4021.0,66024.0,240,653.0,0.4582,4.1314,39.49,0,2023-02-09
APP00955,34.0,Female,Bachelor,Employed,53564.0,2733.0,1502.0,44700.0,120,736.0,0.1115,0.8345,86.23,1,2023-02-09
APP00956,46.0,Male,Bachelor,Part-Time,24497.0,1498.0,1826.0,94053.25,84,783.0,1.0764,7.013,43.25,0,2023-02-09
APP00957,38.0,Male,PhD,Employed,34390.0,2061.0,1099.0,18056.0,60,804.0,0.137,0.525,89.31,1,2023-02-09
APP00958,39.0,Male,Bachelor,Part-Time,23840.0,966.0,4336.0,12137.0,246,580.0,0.1988,0.5091,46.32,0,2023-02-09
APP00959,40.0,Male,Associate,Self-Employed,34400.0,1928.0,5852.0,15662.0,60,675.0,0.2612,0.4553,64.65,1,2023-02-09
APP00960,39.0,Other,Master,Self-Employed,70426.0,3015.0,8386.0,94053.25,60,609.0,0.4295,1.5519,61.71,1,2023-02-09
APP00961,41.0,Male,Bachelor,Part-Time,35235.0,2114.0,6331.0,85871.0,180,814.0,0.3422,2.4371,67.65,1,2023-02-10
APP00962,48.0,Male,Bachelor,Part-Time,51697.0,2435.0,7913.0,17672.0,48,780.0,0.2385,0.3418,77.44,1,2023-02-10
APP00963,36.0,Male,High School,Self-Employed,59461.0,3381.0,13361.0,5000.0,48,666.0,0.2457,0.0841,55.43,1,2023-02-10
APP00964,42.0,Female,Bachelor,Unemployed,6835.0,193.0,280.0,22818.0,180,588.0,0.2635,3.3384,27.38,0,2023-02-10
APP00965,34.0,Male,PhD,Employed,88426.0,4384.0,7430.0,11960.0,24,379.5,0.1517,0.1353,61.13,1,2023-02-10
APP00966,49.0,Male,Bachelor,Self-Employed,55651.0,2667.0,1372.0,18121.0,180,506.0,0.0464,0.3256,61.72,1,2023-02-10
APP00967,28.0,Male,Associate,Employed,21405.0,1079.0,1802.0,11573.0,120,464.0,0.1383,0.5407,46.64,0,2023-02-10
APP00968,53.0,Female,Bachelor,Employed,59821.0,3229.0,10854.0,7423.0,84,505.0,0.1992,0.1241,59.2,1,2023-02-10
APP00969,34.0,Male,Master,Part-Time,80624.0,5099.0,14218.0,94053.25,36,837.0,0.6781,1.5053,64.24,1,2023-02-10
APP00970,21.0,Female,Associate,Employed,42348.0,2445.0,7850.0,15569.0,180,520.0,0.2099,0.3676,54.61,1,2023-02-10
APP00971,36.0,Female,Bachelor,Employed,22090.0,754.0,1223.0,83294.0,180,543.0,0.3067,3.7707,47.85,0,2023-02-10
APP00972,28.0,Male,PhD,Unemployed,14930.0,887.0,2430.0,22536.0,60,557.0,0.4646,1.5094,17.12,0,2023-02-10
APP00973,43.0,Female,High School,Employed,18703.0,562.0,1284.0,10887.0,60,850.0,0.1851,0.5821,72.22,1,2023-02-10
APP00974,28.0,Male,Master,Employed,98141.0,4997.0,20325.5,40427.0,36,643.0,0.571,0.4119,45.88,0,2023-02-10
APP00975,30.0,Female,Bachelor,Self-Employed,70104.0,4331.0,4423.0,19675.0,120,749.0,0.0912,0.2807,79.03,1,2023-02-10
APP00976,21.0,Male,Bachelor,Self-Employed,49506.0,1446.0,6860.0,22795.0,120,667.0,0.1846,0.4604,74.11,1,2023-02-10
APP00977,30.0,Male,Bachelor,Unemployed,8308.0,501.0,1728.0,30209.0,36,451.0,1.42,3.6361,13.64,0,2023-02-10
APP00978,21.0,Male,Associate,Self-Employed,41219.0,2402.0,14645.0,14047.0,180,803.0,0.378,0.3408,73.82,1,2023-02-10
APP00979,21.0,Male,Bachelor,Self-Employed,54146.0,2490.0,4679.0,7354.0,240,690.0,0.0932,0.1358,61.95,1,2023-02-10
APP00980,42.0,Other,Associate,Unemployed,5664.0,214.0,379.0,25822.0,24,637.0,2.3464,4.559,12.83,0,2023-02-10
APP00981,42.0,Male,Bachelor,Employed,24492.0,1026.0,2065.0,58170.0,180,826.0,0.2427,2.3751,76.09,1,2023-02-10
APP00982,39.0,Female,High School,Self-Employed,66701.0,4359.0,3913.0,13078.0,180,615.0,0.0717,0.1961,55.83,1,2023-02-10
APP00983,25.0,Male,High School,Part-Time,14150.0,472.0,2252.0,30429.0,246,635.0,0.2308,2.1505,41.16,0,2023-02-10
APP00984,34.0,Female,PhD,Employed,79936.0,3928.0,20325.5,89716.0,36,615.0,0.7789,1.1223,51.35,1,2023-02-10
APP00985,34.0,Male,Bachelor,Employed,56536.0,1609.0,1142.0,25038.0,60,757.0,0.1088,0.4429,96.04,1,2023-02-11
APP00986,23.0,Male,PhD,Employed,86376.0,2943.0,,28821.0,246,731.0,0.1346,0.3337,99.09,1,2023-02-11
APP00987,50.0,Male,High School,Self-Employed,20988.0,1192.0,7175.0,28118.0,24,677.0,1.0117,1.3397,28.04,0,2023-02-11
APP00988,43.0,Female,Bachelor,Employed,21206.0,797.0,335.0,15585.0,84,544.0,0.1208,0.7349,50.42,1,2023-02-11
APP00989,32.0,Male,Associate,Self-Employed,34147.0,2256.0,3487.0,12152.0,84,612.0,0.153,0.3559,56.48,1,2023-02-11
APP00990,35.0,Male,Master,Part-Time,38834.0,1781.0,11674.0,12192.0,84,544.0,0.3455,0.314,40.43,0,2023-02-11
APP00991,37.0,Male,Master,Self-Employed,48712.0,2266.0,16857.0,36117.0,48,766.0,0.5314,0.7414,68.49,1,2023-02-11
APP00992,21.0,Female,High School,Employed,28734.0,761.0,3113.0,49330.0,240,492.0,0.1942,1.7168,45.6,0,2023-02-11
APP00993,32.0,Male,Master,Unemployed,36922.0,2394.0,139.0,51229.0,48,809.0,0.3506,1.3875,62.07,1,2023-02-11
APP00994,28.0,Female,High School,Employed,13637.0,439.0,228.0,19873.0,120,778.0,0.1624,1.4573,83.78,1,2023-02-11
APP00995,24.0,Male,Bachelor,Unemployed,6721.0,318.0,890.0,64514.0,60,558.0,2.0522,9.5989,11.66,0,2023-02-11
APP00996,32.0,Female,PhD,Self-Employed,123635.375,5619.75,4141.0,34402.0,48,608.0,0.061,0.1648,71.55,1,2023-02-11
APP00997,52.0,Female,Master,Employed,62321.0,2637.0,1512.0,28469.0,36,578.0,0.1765,0.4568,59.87,1,2023-02-11
APP00998,41.0,Male,PhD,Part-Time,25830.0,1338.0,5730.0,5000.0,246,693.0,0.2283,0.1936,71.21,1,2023-02-11
APP00999,29.0,Male,Associate,Employed,74747.0,3930.0,15574.0,13989.0,84,791.0,0.2351,0.1872,90.53,1,2023-02-11
APP01000,40.0,Male,High School,Retired,21165.0,665.0,5873.0,7967.0,84,768.0,0.3313,0.3764,67.0,1,2023-02-11
APP01001,48.0,Male,High School,Employed,28829.0,1320.0,483.0,44429.0,180,606.0,0.1195,1.5411,57.17,1,2023-02-11
APP01002,44.0,Male,Bachelor,Employed,53970.0,3126.0,1787.0,29028.0,24,775.0,0.302,0.5379,92.06,1,2023-02-11
APP01003,35.0,Female,Master,Employed,45858.0,1993.0,12309.0,11411.0,120,767.0,0.2933,0.2488,85.2,1,2023-02-11
APP01004,28.0,Male,High School,Employed,20631.0,658.0,3951.0,34320.0,36,631.0,0.746,1.6635,20.44,0,2023-02-11
APP01005,41.0,Female,Bachelor,Unemployed,9262.0,352.0,2277.0,8614.0,120,649.0,0.3388,0.93,39.33,0,2023-02-11
APP01006,38.0,Male,Associate,Self-Employed,27647.0,935.0,18993.0,11672.0,36,804.0,0.8277,0.4222,48.86,0,2023-02-11
APP01007,43.0,Female,Associate,Unemployed,8378.0,253.0,2511.0,15242.0,180,755.0,0.421,1.8193,52.34,1,2023-02-11
APP01008,41.0,Male,Bachelor,Employed,58524.0,2383.0,6451.0,41444.0,120,772.0,0.181,0.7082,95.72,1,2023-02-11
APP01009,45.0,Male,Bachelor,Employed,75096.0,3569.0,4192.0,82417.0,60,850.0,0.2753,1.0975,79.64,1,2023-02-12
APP01010,29.0,Male,Master,Self-Employed,123208.0,3453.0,15583.0,16834.0,60,704.0,0.1538,0.1366,83.5,1,2023-02-12
APP01011,48.0,Male,High School,Employed,28013.0,1405.0,4276.0,77494.0,36,682.0,1.0748,2.7664,45.32,0,2023-02-12
APP01012,36.0,Male,Master,Self-Employed,89983.0,5619.75,5512.0,27943.0,240,,0.0768,0.3105,89.5,1,2023-02-12
APP01013,55.0,Female,High School,Self-Employed,48286.0,3146.0,10674.0,32497.0,24,848.0,0.5576,0.673,59.08,1,2023-02-12
APP01014,28.0,Female,High School,Employed,40426.0,2407.0,590.0,25564.0,60,588.0,0.1411,0.6324,57.09,1,2023-02-12
APP01015,52.0,Male,Bachelor,Unemployed,7714.0,278.0,1748.0,22974.0,36,629.0,1.2193,2.9782,22.45,0,2023-02-12
APP01016,36.0,Male,Master,Unemployed,7622.0,197.0,37.0,38232.0,246,548.0,0.1721,5.016,34.77,0,2023-02-12
APP01017,28.0,Male,Associate,Self-Employed,58911.0,3518.0,6089.0,48642.0,84,684.0,0.2213,0.8257,51.24,1,2023-02-12
APP01018,30.0,Male,Associate,Employed,17748.0,484.0,5261.0,13257.0,36,738.0,0.5454,0.747,53.98,1,2023-02-12
APP01019,31.0,Male,Bachelor,Employed,42876.0,1439.0,581.0,23122.0,120,555.0,0.0675,0.5393,51.15,1,2023-02-12
APP01020,39.0,Female,Associate,Employed,11622.0,554.0,1271.0,94053.25,246,763.0,0.4027,8.8,70.68,1,2023-02-12
APP01021,40.0,Other,Master,Employed,32668.0,1059.0,850.0,31000.0,84,604.0,0.1616,0.9489,63.79,1,2023-02-12
APP01022,29.0,Female,Master,Employed,41101.0,2455.0,13884.0,33838.0,60,596.0,0.5025,0.8233,39.52,0,2023-02-12
APP01023,34.0,Male,High School,Part-Time,29689.0,1703.0,7953.0,68446.0,48,762.0,0.8442,2.3054,51.45,1,2023-02-12
APP01024,56.0,Female,Bachelor,Self-Employed,76066.0,4296.0,20325.5,18015.0,24,587.0,0.5259,0.2368,31.29,0,2023-02-12
APP01025,52.0,Female,Master,Self-Employed,53141.0,3135.0,16574.0,26182.0,36,509.0,0.4761,0.4927,37.0,0,2023-02-12
APP01026,39.0,Male,Associate,Employed,60003.0,2049.0,12005.0,51713.0,84,724.0,0.3232,0.8618,81.24,1,2023-02-12
APP01027,35.0,Male,Bachelor,Part-Time,38202.0,2115.0,1171.0,72484.0,120,636.0,0.2204,1.8974,50.26,1,2023-02-12
APP01028,36.0,Female,High School,Employed,31665.0,1260.0,1711.0,5000.0,240,769.0,0.0619,0.1579,78.56,1,2023-02-12
APP01029,41.0,Male,Bachelor,Unemployed,5000.0,263.0,515.0,14923.0,180,733.0,0.302,2.9846,51.61,1,2023-02-12
APP01030,24.0,Male,High School,Retired,18555.0,558.0,2474.0,12104.0,24,475.0,0.4595,0.6523,22.72,0,2023-02-12
APP01031,32.0,Male,Master,Unemployed,12136.0,660.0,2774.0,24365.0,180,781.0,0.3624,2.0077,59.56,1,2023-02-12
APP01032,21.0,Female,Bachelor,Retired,15882.0,1040.0,613.0,12859.0,84,839.0,0.1543,0.8097,70.68,1,2023-02-12
APP01033,38.0,Male,Associate,Self-Employed,55067.0,1476.0,1133.0,45765.0,60,753.0,0.1868,0.8311,90.74,1,2023-02-13
APP01034,41.0,Female,Master,Employed,73296.0,2118.0,7244.0,30881.0,84,757.0,0.159,0.4213,98.78,1,2023-02-13
APP01035,30.0,Female,High School,Employed,42866.0,1292.0,1104.0,54794.0,12,625.0,1.304,1.2783,39.44,0,2023-02-13
APP01036,50.0,Female,Bachelor,Employed,56356.0,2419.0,10002.0,57665.0,24,602.0,0.6891,1.0232,43.63,0,2023-02-13
APP01037,22.0,Male,Bachelor,Employed,70609.0,2620.0,9078.0,46317.0,84,671.0,0.2223,0.656,67.27,1,2023-02-13
APP01038,21.0,Female,Associate,Self-Employed,41903.0,2456.0,8493.0,20565.0,36,741.0,0.3663,0.4908,71.53,1,2023-02-13
APP01039,37.0,Male,Master,Employed,70492.0,3153.0,692.0,29243.0,84,739.0,0.0691,0.4148,92.76,1,2023-02-13
APP01040,45.0,Male,Master,Part-Time,26117.0,1180.0,13099.0,18607.0,60,606.0,0.644,0.7124,32.23,0,2023-02-13
APP01041,51.0,Male,High School,Employed,25618.0,1405.0,,9029.0,240,596.0,0.0176,0.3524,52.22,1,2023-02-13
APP01042,30.0,Male,Master,Employed,123635.375,4987.0,7348.0,57701.0,240,500.0,0.0822,0.4637,67.54,1,2023-02-13
APP01043,45.0,Female,Bachelor,Retired,10586.0,420.0,1807.0,25153.0,246,714.0,0.2499,2.3761,59.16,1,2023-02-13
APP01044,34.0,Male,Master,Employed,98789.0,5585.0,684.0,8086.0,240,611.0,0.011,0.0819,74.67,1,2023-02-13
APP01045,33.0,Male,Associate,Unemployed,6110.0,351.0,79.0,41338.0,246,619.0,0.2385,6.7656,32.02,0,2023-02-13
APP01046,43.0,Male,Bachelor,Unemployed,6738.0,172.0,80.0,22490.0,120,822.0,0.3457,3.3378,61.75,1,2023-02-13
APP01047,41.0,Other,Bachelor,Employed,55870.0,1731.0,7300.0,5177.0,246,709.0,0.1337,0.0927,82.49,1,2023-02-13
APP01048,21.0,Female,Bachelor,Self-Employed,25604.0,,8689.0,8964.0,120,682.0,0.3744,0.3501,55.93,1,2023-02-13
APP01049,49.0,Female,Bachelor,Employed,32597.0,1292.0,3963.0,15359.0,180,733.0,0.153,0.4712,82.71,1,2023-02-13
APP01050,48.0,Male,Associate,Unemployed,5450.0,202.0,756.0,31837.0,36,792.0,2.0859,5.8417,41.02,0,2023-02-13
APP01051,28.0,Male,Master,Self-Employed,62753.0,3316.0,3997.0,50534.0,120,488.0,0.1442,0.8053,60.47,1,2023-02-13
APP01052,38.0,Other,Bachelor,Employed,32791.0,1951.0,93.0,49168.0,240,593.0,0.0778,1.4994,45.3,0,2023-02-13
APP01053,39.0,Male,PhD,Unemployed,32747.0,1080.0,107.0,43577.0,84,626.0,0.1934,1.3307,53.3,1,2023-02-13
APP01054,37.0,Male,Associate,Employed,102333.0,4958.0,20325.5,26173.0,36,552.0,0.4141,0.2558,51.38,1,2023-02-13
APP01055,29.0,Female,Bachelor,Unemployed,5000.0,,81.0,94053.25,84,623.0,3.0648,21.3402,19.86,0,2023-02-13
APP01056,28.0,Male,PhD,Part-Time,48265.0,2223.0,20325.5,47093.0,120,494.0,0.8976,0.9757,22.35,0,2023-02-13
APP01057,34.0,Female,Bachelor,Part-Time,37653.0,1915.0,1014.0,32134.0,120,742.0,0.1123,0.8534,75.75,1,2023-02-14
APP01058,46.0,Male,Master,Unemployed,16720.0,1040.0,2815.0,42330.0,84,598.0,0.53,2.5317,19.25,0,2023-02-14
APP01059,40.0,Male,Master,Employed,45858.0,1513.0,20325.5,19550.0,36,670.0,0.5884,0.4263,47.28,0,2023-02-14
APP01060,31.0,Male,Bachelor,Retired,26033.0,745.0,1756.0,25698.0,240,655.0,0.1168,0.9871,60.16,1,2023-02-14
APP01061,42.0,Male,Bachelor,Employed,33720.0,1724.0,6706.0,5086.0,180,705.0,0.2089,0.1508,77.51,1,2023-02-14
APP01062,21.0,Female,High School,Self-Employed,30592.0,1267.0,1982.0,19743.0,48,403.0,0.2261,0.6454,37.57,0,2023-02-14
APP01063,46.0,Female,Bachelor,Employed,26769.0,850.0,1460.0,94053.25,180,695.0,0.3284,4.1079,64.98,1,2023-02-14
APP01064,21.0,Male,Associate,Retired,23606.0,705.0,798.0,30293.0,48,622.0,0.3546,1.2833,35.01,0,2023-02-14
APP01065,31.0,Male,Master,Unemployed,6012.0,290.0,1551.0,29301.0,48,690.0,1.4764,4.8738,33.06,0,2023-02-14
APP01066,23.0,Female,Bachelor,Unemployed,8870.0,332.0,395.0,59807.0,180,532.0,0.494,6.7426,18.41,0,2023-02-14
APP01067,22.0,Female,Bachelor,Employed,26257.0,1747.0,1311.0,35819.0,240,691.0,0.1181,1.3642,64.06,1,2023-02-14
APP01068,46.0,Male,Associate,Unemployed,9241.0,387.0,7392.0,14340.0,60,779.0,1.1103,1.5518,34.12,0,2023-02-14
APP01069,30.0,Male,PhD,Unemployed,10470.0,354.0,622.0,27417.0,12,668.0,2.678,2.6186,30.02,0,2023-02-14
APP01070,38.0,Male,High School,Self-Employed,43648.0,2234.0,3597.0,10848.0,36,578.0,0.1653,0.2485,48.78,0,2023-02-14
APP01071,34.0,Female,High School,Employed,58930.0,2072.0,20325.5,31159.0,240,582.0,0.718,0.5287,19.2,0,2023-02-14
APP01072,39.0,Other,Associate,Employed,92245.0,4205.0,6377.0,13763.0,240,707.0,0.0766,0.1492,80.27,1,2023-02-14
APP01073,35.0,Male,PhD,Employed,20774.0,937.0,1420.0,56536.0,60,706.0,0.6127,2.7215,51.61,1,2023-02-14
APP01074,22.0,Female,PhD,Employed,48453.0,2127.0,12781.0,17886.0,48,685.0,0.3561,0.3691,63.0,1,2023-02-14
APP01075,44.0,Male,Bachelor,Employed,42127.0,2450.0,2362.0,13908.0,48,646.0,0.1386,0.3301,69.6,1,2023-02-14
APP01076,30.0,Male,Master,Employed,80220.0,2729.0,3204.0,24581.0,240,670.0,0.0553,0.3064,68.83,1,2023-02-14
APP01077,21.0,Male,Associate,Employed,18256.0,1144.0,1506.0,36037.0,48,643.0,0.576,1.974,27.14,0,2023-02-14
APP01078,30.0,Female,PhD,Employed,45000.0,2608.0,8141.0,10240.0,84,611.0,0.2134,0.2276,68.98,1,2023-02-14
APP01079,50.0,Male,High School,Employed,36625.0,1423.0,242.0,17729.0,120,725.0,0.055,0.4841,70.66,1,2023-02-14
APP01080,43.0,Male,High School,Part-Time,17901.0,582.0,1257.0,29264.0,36,681.0,0.6151,1.6348,22.94,0,2023-02-14
APP01081,31.0,Male,High School,Self-Employed,45590.0,1670.0,2906.0,78487.0,48,779.0,0.4941,1.7216,58.6,1,2023-02-15
APP01082,31.0,Male,Bachelor,Employed,61196.0,2378.0,2577.0,5000.0,60,761.0,0.0585,0.0817,95.23,1,2023-02-15
APP01083,31.0,Male,Master,Self-Employed,83031.0,4002.0,13228.0,44008.0,120,677.0,0.2123,0.53,70.73,1,2023-02-15
APP01084,55.0,Female,Bachelor,Self-Employed,59405.0,1599.0,3051.0,19794.0,180,709.0,0.0736,0.3332,75.38,1,2023-02-15
APP01085,38.0,Male,PhD,Retired,45365.0,2862.0,6350.0,18111.0,84,554.0,0.197,0.3992,58.41,1,2023-02-15
APP01086,39.0,Female,Bachelor,Employed,68348.0,1989.0,7195.0,15601.0,36,642.0,0.1814,0.2283,71.87,1,2023-02-15
APP01087,45.0,Male,High School,Employed,11199.0,410.0,411.0,20108.0,60,684.0,0.3958,1.7955,42.68,0,2023-02-15
APP01088,37.0,Male,Bachelor,Retired,63661.0,1881.0,2960.0,44207.0,24,491.0,0.3937,0.6944,38.47,0,2023-02-15
APP01089,32.0,Male,Bachelor,Employed,16281.0,581.0,456.0,17510.0,24,692.0,0.5658,1.0755,34.5,0,2023-02-15
APP01090,33.0,Male,Master,Employed,37152.0,2225.0,324.0,94053.25,84,554.0,0.3986,2.7294,49.85,0,2023-02-15
APP01091,34.0,Male,Bachelor,Employed,43766.0,2215.0,6338.0,44315.0,246,565.0,0.1786,1.0125,65.16,1,2023-02-15
APP01092,34.0,Male,Bachelor,Employed,68617.0,2365.0,11498.0,31520.0,180,597.0,0.1982,0.4594,61.56,1,2023-02-15
APP01093,42.0,Female,Associate,Retired,5591.0,342.0,152.0,23556.0,180,646.0,0.3081,4.2132,49.32,0,2023-02-15
APP01094,35.0,Female,Bachelor,Employed,48336.0,2821.0,6927.0,69694.0,120,517.0,0.2875,1.4419,50.22,1,2023-02-15
APP01095,42.0,Male,PhD,Retired,65567.0,3698.0,20325.5,78340.0,240,735.0,0.663,1.1948,57.3,1,2023-02-15
APP01096,34.0,Male,High School,Retired,33852.0,2041.0,392.0,10624.0,120,667.0,0.043,0.3138,56.08,1,2023-02-15
APP01097,35.0,Male,Master,Self-Employed,49464.0,2513.0,5001.0,15344.0,120,842.0,0.1321,0.3102,87.88,1,2023-02-15
APP01098,21.0,Male,Bachelor,Employed,42174.0,1935.0,8354.0,44698.0,60,680.0,0.4101,1.0598,61.33,1,2023-02-15
APP01099,44.0,Male,Associate,Employed,30619.0,1242.0,216.0,56916.0,24,707.0,0.9365,1.8588,50.99,1,2023-02-15
APP01100,38.0,Female,PhD,Employed,60423.0,2073.0,13652.0,21157.0,60,564.0,0.296,0.3501,61.55,1,2023-02-15
APP01101,44.0,Male,Bachelor,Employed,29263.0,1411.0,17065.0,14854.0,240,531.0,0.6085,0.5076,30.64,0,2023-02-15
APP01102,21.0,Male,Associate,Self-Employed,29382.0,1823.0,408.0,28649.0,84,711.0,0.1532,0.9751,79.28,1,2023-02-15
APP01103,55.0,Male,High School,Employed,42638.0,2121.0,11047.0,87671.0,36,540.0,0.9445,2.0562,19.95,0,2023-02-15
APP01104,33.0,Male,Associate,Retired,26701.0,1690.0,1905.0,27801.0,120,714.0,0.1755,1.0412,78.6,1,2023-02-15
APP01105,46.0,Female,Master,Self-Employed,89632.0,3573.0,2092.0,9787.0,60,820.0,0.0452,0.1092,90.25,1,2023-02-16
APP01106,24.0,Male,Bachelor,Self-Employed,60013.0,3238.0,6117.0,29368.0,240,744.0,0.1264,0.4894,82.61,1,2023-02-16
APP01107,41.0,Male,Master,Part-Time,45314.0,2357.0,504.0,50322.0,36,707.0,0.3813,1.1105,69.65,1,2023-02-16
APP01108,24.0,Female,Associate,Employed,64639.0,3421.0,7158.0,24807.0,120,676.0,0.1491,0.3838,79.03,1,2023-02-16
